username,video_id,video_url,hashtags
forever_is_a_curse,7.44067E+18,,"['#relapse', '#relapsehappens', '#self', '#harm', '#offingmyslef', '#offing', '#self', '#throwingup', '#throwing', '#up', '#boyfriend', '#mother', '#hospitalstaff', '#hospital', '#death', '#pills', '#pillcontainer', '#toilet', '#bathroom', '#story', '#shortstory', '#poem', '#kitty', '#productions', '#fyp', '#fypage', '#fyppppppppppppppppppppppp', '#fypdongggggggg', '#fypp', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#trend', '#awareness', '#awarenessvideo', '#selfcare', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#pain', '#validation', '#invalidation', '#justkids', '#catlove', '#trans', '#transformation', '#transgender', '#transitions', '#transgenderftm', '#transboy', '#transboy', '#transboy', '#transboys', '#transboyfriend', '#transboyftm', '#transboypride', '#transboy', '#transboy', '#transboys', '#transboysareboys', '#transboysoftiktok', '#transboysoftiktok', '#transboysoftiktok', '#transboystiktok', '#transboysarerealboys', '#transboystiktok', '#transboys', '#transboysdoitbetter', '#transboysareboyy', '#transgenderboy', '#fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#protectteanskids', '#TV', '#tvglow', '#tren', '#trends']"
forever_is_a_curse,7.43701E+18,,"['#eatingproblem', '#relapse', '#relapsehappens', '#self', '#harm', '#offingmyslef', '#offing', '#self', '#throwingup', '#throwing', '#up', '#boyfriend', '#mother', '#hospitalstaff', '#hospital', '#death', '#pills', '#pillcontainer', '#toilet', '#bathroom', '#story', '#shortstory', '#poem', '#kitty', '#productions', '#fyp', '#fypage', '#fyppppppppppppppppppppppp', '#fypdongggggggg', '#fypp', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#trend', '#awareness', '#awarenessvideo', '#selfcare', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#pain', '#validation', '#invalidation', '#justkids']"
forever_is_a_curse,7.43417E+18,,"['#relapse', '#relapsehappens', '#self', '#harm', '#offingmyslef', '#offing', '#self', '#throwingup', '#throwing', '#up', '#boyfriend', '#mother', '#hospitalstaff', '#hospital', '#death', '#pills', '#pillcontainer', '#toilet', '#bathroom', '#story', '#shortstory', '#poem', '#kitty', '#productions', '#fyp', '#fypage', '#fyppppppppppppppppppppppp', '#fypdongggggggg', '#fypp', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#trend', '#awareness', '#awarenessvideo', '#selfcare', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#pain', '#validation', '#invalidation', '#justkids']"
forever_is_a_curse,7.4338E+18,,"['#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#pain', '#validation', '#invalidation', '#justkids']"
forever_is_a_curse,7.43379E+18,,"['#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#pain', '#validation', '#invalidation', '#justkids']"
forever_is_a_curse,7.43373E+18,,"['#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses', '#pain', '#validation', '#invalidation', '#justkids']"
forever_is_a_curse,7.43373E+18,,"['#alchoholic', '#ragingalchoholic', '#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses']"
forever_is_a_curse,7.43296E+18,,"['#Depressio', '#colapse', '#mind', '#fighting', '#mentalstruggles', '#mental', '#mentalhealth', '#mentalhealthmatters', '#ptsdsurvivor', '#ptsdwarrior', '#ptsdawareness', '#ptsdsurvivor', '#ptsdrecovery', '#ptsdisreal', '#ptsdawareness', '#ptsd', '#mentalhealth', '#mentalhealthmatters', '#mentalhealthawareness', '#mentality', '#mentalillness', '#mentahanvideo', '#struggles', '#adhd', '#catsoftiktok', '#kitt', '#kitty', '#fyp', '#Fyp', '#fyppppppppppppppppppppppp', '#fypp', '#fypdong', '#fypシ', '#fypgakni', '#fyppp', '#fypシ', '#fypsounds', '#boost', '#relapse', '#relapsehappens', '#relapseprevention', '#relapses']"
doodoofartface101,7.41093E+18,,['#real']
doodoofartface101,7.46178E+18,,['#real']
doodoofartface101,7.49286E+18,,['#real']
doodoofartface101,7.49285E+18,,['#real']
doodoofartface101,7.49284E+18,,['#real']
doodoofartface101,7.49283E+18,,['#real']
doodoofartface101,7.49282E+18,,['#real']
doodoofartface101,7.49262E+18,,['#real']
doodoofartface101,7.49261E+18,,['#real']
doodoofartface101,7.4926E+18,,['#wieiad']
doodoofartface101,7.4926E+18,,['#real']
doodoofartface101,7.49259E+18,,['#lithium']
doodoofartface101,7.49259E+18,,['#skibiditoilet']
doodoofartface101,7.49258E+18,,['#ootd']
doodoofartface101,7.49257E+18,,['#real']
doodoofartface101,7.49251E+18,,['#exerciseaddictionrecovery']
doodoofartface101,7.49251E+18,,['#real']
doodoofartface101,7.49247E+18,,['#exerciseaddictionrecovery']
doodoofartface101,7.4924E+18,,['#real']
doodoofartface101,7.49237E+18,,['#real']
doodoofartface101,7.49237E+18,,['#real']
doodoofartface101,7.49224E+18,,['#exerciseaddictionrecovery']
doodoofartface101,7.49224E+18,,['#real']
doodoofartface101,7.49223E+18,,['#wieiad']
doodoofartface101,7.49219E+18,,['#real']
doodoofartface101,7.49218E+18,,['#real']
doodoofartface101,7.49217E+18,,['#real']
doodoofartface101,7.49217E+18,,['#ootd']
doodoofartface101,7.49186E+18,,['#wieiad']
doodoofartface101,7.49183E+18,,['#real']
doodoofartface101,7.49183E+18,,['#exerciseaddictionrecovery']
doodoofartface101,7.49178E+18,,['#ootd']
doodoofartface101,7.49174E+18,,['#real']
doodoofartface101,7.49168E+18,,['#real']
doodoofartface101,7.49165E+18,,['#real']
doodoofartface101,7.49149E+18,,['#wieiad']
doodoofartface101,7.49148E+18,,['#real']
doodoofartface101,7.49145E+18,,['#real']
doodoofartface101,7.49141E+18,,['#real']
doodoofartface101,7.4914E+18,,['#ootd']
doodoofartface101,7.49114E+18,,['#exerciseaddictionrecovery']
doodoofartface101,7.49113E+18,,['#exerciseaddictionrecovery']
doodoofartface101,7.49112E+18,,['#eatwithme']
doodoofartface101,7.49111E+18,,['#real']
doodoofartface101,7.4911E+18,,['#exerciseaddictionrecovery']
doodoofartface101,7.49109E+18,,['#exerciseaddictionrecovery']
doodoofartface101,7.49107E+18,,['#real']
doodoofartface101,7.49106E+18,,['#ootd']
doodoofartface101,7.49075E+18,,['#ootd']
doodoofartface101,7.49074E+18,,['#dogsoftiktok']
xdaisymay,7.39307E+18,,"['#fyp', '#foryou', '#foryoupage', '#jamesarthurconcert']"
xdaisymay,7.49216E+18,,[]
xdaisymay,7.48779E+18,,"['#anorexiaawarness', '#fyp', '#foryou', '#cringe']"
xdaisymay,7.4876E+18,,"['#fyp', '#foryou']"
xdaisymay,7.48737E+18,,"['#fyp', '#foryou', '#gf', '#foryoupage', '#xybca']"
xdaisymay,7.48203E+18,,"['#fyp', '#foryou', '#foryoupage', '#gf']"
xdaisymay,7.47514E+18,,"['#fyp', '#foru', '#wlw']"
xdaisymay,7.45501E+18,,"['#fyp', '#foryou', '#foryoupage', '#newyear']"
xdaisymay,7.45323E+18,,"['#fyp', '#over18', '#foryou', '#foryoupage']"
xdaisymay,7.45247E+18,,"['#over18', '#fyp', '#foryou', '#foryoupage']"
xdaisymay,7.42054E+18,,"['#foryoupage', '#benidorm', '#foryou', '#greenscreenvideo']"
xdaisymay,7.39975E+18,,"['#fyp', '#foryou', '#foryoupage']"
xdaisymay,7.32467E+18,,"['#fyp', '#foryou', '#foryoupage', '#liverpool', '#snow']"
wdym.yasm,,,[]
l921470,7.49061E+18,,"['#bmf', '#txt', '#soobin', '#moa', '#kpop', '#sominreal']"
l921470,7.48898E+18,,"['#dangerousboynextdooor', '#boynextdoor', '#leehan', '#kpop', '#fyp', '#sominreal']"
l921470,7.48738E+18,,"['#vent', '#kdrama', '#ed']"
lexaafterhours_,7.4826E+18,,[]
lexaafterhours_,7.48797E+18,,[]
lexaafterhours_,7.4754E+18,,[]
lexaafterhours_,7.49281E+18,,[]
lexaafterhours_,7.49216E+18,,[]
lexaafterhours_,7.49071E+18,,[]
lexaafterhours_,7.49065E+18,,[]
lexaafterhours_,7.49023E+18,,[]
lexaafterhours_,7.49007E+18,,[]
lexaafterhours_,7.48995E+18,,[]
lexaafterhours_,7.48982E+18,,[]
lexaafterhours_,7.48971E+18,,[]
lexaafterhours_,7.48964E+18,,[]
lexaafterhours_,7.48933E+18,,[]
lexaafterhours_,7.48873E+18,,[]
lexaafterhours_,7.48856E+18,,[]
lexaafterhours_,7.48847E+18,,[]
lexaafterhours_,7.4884E+18,,[]
lexaafterhours_,7.48813E+18,,[]
lexaafterhours_,7.48808E+18,,[]
lexaafterhours_,7.48798E+18,,[]
lexaafterhours_,7.48797E+18,,[]
lexaafterhours_,7.48795E+18,,[]
lexaafterhours_,7.48782E+18,,[]
lexaafterhours_,7.48782E+18,,[]
lexaafterhours_,7.4878E+18,,[]
lexaafterhours_,7.4878E+18,,[]
lexaafterhours_,7.4878E+18,,[]
lexaafterhours_,7.4878E+18,,[]
lexaafterhours_,7.48779E+18,,[]
lexaafterhours_,7.48779E+18,,[]
lexaafterhours_,7.48779E+18,,[]
lexaafterhours_,7.48776E+18,,[]
lexaafterhours_,7.48775E+18,,[]
lexaafterhours_,7.48727E+18,,[]
lexaafterhours_,7.48674E+18,,[]
lexaafterhours_,7.4867E+18,,[]
lexaafterhours_,7.48656E+18,,[]
lexaafterhours_,7.48656E+18,,[]
lexaafterhours_,7.48653E+18,,[]
lexaafterhours_,7.48652E+18,,[]
lexaafterhours_,7.48634E+18,,[]
lexaafterhours_,7.48633E+18,,[]
lexaafterhours_,7.48632E+18,,[]
lexaafterhours_,7.48427E+18,,[]
lexaafterhours_,7.48406E+18,,[]
lexaafterhours_,7.484E+18,,[]
lexaafterhours_,7.484E+18,,[]
lexaafterhours_,7.48397E+18,,[]
lexaafterhours_,7.4833E+18,,[]
beanibebi,7.49174E+18,,[]
beanibebi,7.49137E+18,,[]
beanibebi,7.48795E+18,,[]
beanibebi,7.4696E+18,,[]
beanibebi,7.46629E+18,,[]
beanibebi,7.4632E+18,,[]
beanibebi,7.46137E+18,,[]
beanibebi,7.45692E+18,,[]
beanibebi,7.45549E+18,,[]
beanibebi,7.45486E+18,,[]
beanibebi,7.45476E+18,,[]
beanibebi,7.45272E+18,,[]
beanibebi,7.44813E+18,,[]
beanibebi,7.44702E+18,,[]
beanibebi,7.44099E+18,,[]
beanibebi,7.4352E+18,,[]
beanibebi,7.43479E+18,,[]
beanibebi,7.43317E+18,,[]
beanibebi,7.43027E+18,,[]
beanibebi,7.42916E+18,,[]
beanibebi,7.42849E+18,,[]
beanibebi,7.41758E+18,,[]
beanibebi,7.41021E+18,,[]
emilycutler__,7.49002E+18,,[]
emilycutler__,7.48775E+18,,"['#hungry', '#stayhungry', '#happy', '#mentalhealth']"
emilycutler__,7.48176E+18,,[]
emilycutler__,7.46169E+18,,[]
emilycutler__,7.46022E+18,,[]
emilycutler__,7.45369E+18,,[]
emilycutler__,7.45078E+18,,[]
emilycutler__,7.4443E+18,,"['#fyp', '#merrychristmas', '#satisfying', '#relaxed', '#viral', '#help', '#blowthisup']"
emilycutler__,7.44312E+18,,['#target']
emilycutler__,7.43796E+18,,"['#aspen', '#target', '#fyp']"
emilycutler__,7.40201E+18,,[]
emilycutler__,7.39901E+18,,[]
emilycutler__,7.26501E+18,,[]
emilycutler__,7.24206E+18,,[]
emilycutler__,7.13935E+18,,[]
emilycutler__,7.13385E+18,,[]
emilycutler__,7.13333E+18,,[]
emmalema13,7.49061E+18,,"['#lab', '#boydog']"
emmalema13,7.48852E+18,,"['#babyshower', '#moving', '#thirdtrimester', '#babyboy']"
emmalema13,7.48652E+18,,"['#shoppingproblem', '#babyshowerprep']"
emmalema13,7.48296E+18,,['#fy']
emmalema13,7.48108E+18,,"['#8monthspregnant', '#soloesthetician', '#28weekspregnant', '#florida', '#beachday']"
emmalema13,7.47032E+18,,"['#jessiemurph', '#westernwear', '#westernphotography', '#fy']"
emmalema13,7.46879E+18,,"['#6monthspregnant', '#nesting', '#nursery', '#diycloset']"
emmalema13,7.46511E+18,,"['#20weeks', '#babyboy', '#halfbakedpictures', '#may2025']"
emmalema13,7.45848E+18,,"['#20weeks', '#babyboy']"
emmalema13,7.4568E+18,,['#fyp']
emmalema13,7.45513E+18,,"['#2025', '#momera', '#buisness', '#staymad']"
emmalema13,7.45396E+18,,[]
emmalema13,7.44622E+18,,"['#christmasnails', '#nails']"
emmalema13,7.44429E+18,,"['#summer', '#2025', '#love']"
emmalema13,7.44282E+18,,"['#summerbaby', '#holiday', '#boymama']"
emmalema13,7.44032E+18,,"['#fyp', '#lyrics', '#girls']"
emmalema13,7.43542E+18,,"['#thanksgiving', '#november']"
emmalema13,7.42133E+18,,['#fy']
emmalema13,7.41505E+18,,"['#western', '#estheticiansoftiktok', '#westernstudio', '#diyproject', '#murphydesk', '#localbuisness']"
emmalema13,7.41098E+18,,"['#estheticianlife', '#newesthetician', '#diy', '#diyprojects', '#western', '#cowbells', '#localbuisness', '#salonsuite', '#epoxyresin']"
emmalema13,7.40978E+18,,"['#estheticiantiktok', '#nailtech', '#florida', '#diy', '#soloesthetician', '#cowgirl', '#westernbeauty']"
emmalema13,7.40246E+18,,"['#diy', '#murphydesk', '#foryou', '#soloesthetician', '#cowgirl', '#smallbusiness']"
emmalema13,7.40051E+18,,"['#soloesthetician', '#paiting', '#salonsuite', '#western', '#nailtech']"
emmalema13,7.3976E+18,,"['#fy', '#letitallworkout', '#esthetician']"
emmalema13,7.39652E+18,,[]
emmalema13,7.39428E+18,,['#fy']
emmalema13,7.39054E+18,,['#fy']
emmalema13,7.39013E+18,,"['#teamwork', '#tiktokshop', '#tattoos', '#comfyoutfits']"
emmalema13,7.38532E+18,,"['#dogmom', '#labradorretriever', '#mamasboy']"
emmalema13,7.38421E+18,,"['#totaledmycar', '#fy']"
emmalema13,7.38276E+18,,"['#esthitician', '#circadia', '#estheticianschool', '#foryou', '#salonprofessionalacademy']"
emmalema13,7.38152E+18,,"['#jessiemurph', '#fypage', '#highroad']"
emmalema13,7.37824E+18,,['#21']
emmalema13,7.36682E+18,,['#foryou']
emmalema13,7.36198E+18,,"['#bestdecisionever', '#followingdreams', '#esthetician', '#foryou', '#loveyourjourney']"
emmalema13,7.35867E+18,,"['#summer', '#florida', '#foryou', '#beachdays', '#backroads']"
emmalema13,7.35307E+18,,"['#fyp', '#entrepreneur', '#livin', '#worklife']"
emmalema13,7.35049E+18,,[]
emmalema13,7.34458E+18,,"['#fyp', '#2024']"
emmalema13,7.34004E+18,,['#livingmybestlife']
emmalema13,7.33745E+18,,"['#newnew', '#fyp']"
emmalema13,7.31261E+18,,"['#confidence', '#fyp']"
emmalema13,7.29666E+18,,"['#fyp', '#bestfriend', '#mamasboy', '#lablove']"
emmalema13,7.27622E+18,,['#lab']
emmalema13,7.27202E+18,,"['#fyp', '#dogbestfriend']"
emmalema13,7.04993E+18,,[]
emmalema13,6.94046E+18,,['#fyp']
ju1iebug,,,[]
livs_journey7,7.49284E+18,,[]
livs_journey7,7.49256E+18,,[]
livs_journey7,7.49249E+18,,[]
livs_journey7,7.4921E+18,,[]
livs_journey7,7.49181E+18,,[]
livs_journey7,7.49142E+18,,[]
livs_journey7,7.49107E+18,,[]
livs_journey7,7.4907E+18,,[]
livs_journey7,7.49033E+18,,[]
livs_journey7,7.49E+18,,[]
livs_journey7,7.48956E+18,,[]
livs_journey7,7.48885E+18,,[]
livs_journey7,7.48848E+18,,[]
livs_journey7,7.48813E+18,,['#beamazing']
livs_journey7,7.48773E+18,,[]
livs_journey7,7.48732E+18,,[]
livs_journey7,7.48662E+18,,['#beamazing']
livs_journey7,7.48589E+18,,[]
livs_journey7,7.4851E+18,,[]
livs_journey7,7.48478E+18,,[]
livs_journey7,7.48442E+18,,[]
livs_journey7,7.48437E+18,,[]
livs_journey7,7.48368E+18,,[]
livs_journey7,7.48333E+18,,[]
livs_journey7,7.48331E+18,,[]
livs_journey7,7.48291E+18,,[]
livs_journey7,7.48253E+18,,[]
livs_journey7,7.48181E+18,,[]
livs_journey7,7.48145E+18,,[]
livs_journey7,7.48068E+18,,[]
livs_journey7,7.48032E+18,,[]
livs_journey7,7.47956E+18,,[]
livs_journey7,7.47884E+18,,[]
livs_journey7,7.47847E+18,,[]
livs_journey7,7.47733E+18,,[]
livs_journey7,7.47699E+18,,[]
livs_journey7,7.47659E+18,,[]
livs_journey7,7.47625E+18,,[]
livs_journey7,7.47593E+18,,[]
livs_journey7,7.47588E+18,,['#beamazing']
livs_journey7,7.47551E+18,,[]
livs_journey7,7.47515E+18,,[]
livs_journey7,7.47476E+18,,[]
livs_journey7,7.47405E+18,,[]
livs_journey7,7.47367E+18,,[]
livs_journey7,7.47327E+18,,[]
livs_journey7,7.47216E+18,,[]
livs_journey7,7.47181E+18,,[]
livs_journey7,7.47139E+18,,[]
livs_journey7,7.47068E+18,,[]
_thenightwemet.t,7.49239E+18,,"['#reletable', '#real', '#fyp', '#fy', '#bf', '#boyfriend']"
_thenightwemet.t,7.4854E+18,,[]
greta_usc,7.45689E+18,,[]
greta_usc,7.48837E+18,,[]
greta_usc,7.48765E+18,,[]
greta_usc,7.4758E+18,,[]
greta_usc,7.4231E+18,,['#foryoupage']
greta_usc,7.41621E+18,,[]
greta_usc,7.39678E+18,,[]
greta_usc,7.35526E+18,,[]
elainaefird,7.49282E+18,,[]
elainaefird,7.49206E+18,,[]
elainaefird,7.49174E+18,,[]
elainaefird,7.49171E+18,,[]
elainaefird,7.49168E+18,,[]
elainaefird,7.49058E+18,,[]
elainaefird,7.49027E+18,,[]
elainaefird,7.48984E+18,,[]
elainaefird,7.48983E+18,,[]
elainaefird,7.48909E+18,,[]
elainaefird,7.48868E+18,,[]
elainaefird,7.48837E+18,,[]
elainaefird,7.48801E+18,,[]
elainaefird,7.48693E+18,,[]
elainaefird,7.48659E+18,,[]
elainaefird,7.48571E+18,,[]
elainaefird,7.48549E+18,,"['#foodtour', '#cuisines']"
elainaefird,7.48466E+18,,[]
elainaefird,7.48463E+18,,[]
elainaefird,7.48429E+18,,[]
elainaefird,7.4839E+18,,[]
elainaefird,7.48386E+18,,[]
elainaefird,7.48355E+18,,[]
elainaefird,7.48316E+18,,['#stitch']
elainaefird,7.48312E+18,,[]
elainaefird,7.48239E+18,,[]
elainaefird,7.482E+18,,[]
elainaefird,7.48169E+18,,[]
elainaefird,7.48134E+18,,[]
elainaefird,7.48104E+18,,[]
elainaefird,7.48096E+18,,[]
elainaefird,7.48095E+18,,"['#applecidervinegar', '#wellness', '#wellnesstips']"
elainaefird,7.48017E+18,,[]
elainaefird,7.47944E+18,,[]
elainaefird,7.47912E+18,,['#greenscreenvideo']
elainaefird,7.4791E+18,,[]
elainaefird,7.4762E+18,,[]
elainaefird,7.47616E+18,,"['#feeding', '#toddlerfood']"
elainaefird,7.47426E+18,,['#greenscreenvideo']
elainaefird,7.47396E+18,,['#youresofunny']
elainaefird,7.47386E+18,,[]
elainaefird,7.47351E+18,,[]
elainaefird,7.47325E+18,,"['#ad', '#truviapartner']"
elainaefird,7.4732E+18,,[]
elainaefird,7.47282E+18,,[]
elainaefird,7.47245E+18,,"['#diet', '#storytime']"
elainaefird,7.47237E+18,,[]
elainaefird,7.47092E+18,,"['#almondmoms', '#weightloss', '#diet']"
elainaefird,7.47014E+18,,['#onthisday']
elainaefird,7.46867E+18,,['#neverforget']
ummm_no14,7.4913E+18,,[]
ummm_no14,7.49115E+18,,[]
ummm_no14,7.48766E+18,,[]
edskoryk,7.49129E+18,,[]
edskoryk,7.48986E+18,,[]
edskoryk,7.48908E+18,,[]
edskoryk,7.48608E+18,,[]
edskoryk,7.48467E+18,,[]
edskoryk,7.48428E+18,,[]
edskoryk,7.48393E+18,,[]
edskoryk,7.4821E+18,,[]
edskoryk,7.48163E+18,,[]
